Water Use,Power Use,Date,Zip,M_dist,Month,Year,ZPOP,ZAREA,ZAREALAND,Nreturns,AGI,SW,EIC,AWND,CLDD,HTDD,PRCP,TAVG
55.38,256,2008-04-01,90013,0.02011496537900052,4,2008,11772,1773762,1737681,3186,224173,115494.0,589.0,3.4,40.9,79.6,0.8,17.1
24.96,298,2008-04-01,90061,0.21403658753381227,4,2008,26872,6896569,6895207,10076,274753,238903.0,9757.0,3.4,40.9,79.6,0.8,17.1
38.81,463,2008-04-01,91352,0.10742912508008258,4,2008,47807,30813290,30221660,19128,725594,590656.0,11188.0,3.4,40.9,79.6,0.8,17.1
35.57,498,2008-04-01,91602,0.13236834373351827,4,2008,17473,5370807,5302419,10134,750225,555015.0,1006.0,3.4,40.9,79.6,0.8,17.1
2407.0,0,2008-04-01,91350,18.121215388154436,4,2008,33348,43948937,43886336,14808,1054201,898276.0,1865.0,3.4,40.9,79.6,0.8,17.1
29.34,572,2008-04-01,90068,0.18032245861342702,4,2008,22286,20202252,19731266,11769,1181249,763067.0,645.0,3.4,40.9,79.6,0.8,17.1
363.5,771,2008-04-01,90067,2.3918038701619024,4,2008,2424,849895,849895,3606,2706966,1433083.0,80.0,3.4,40.9,79.6,0.8,17.1
31.73,419,2008-04-01,90045,0.16192593621166426,4,2008,39480,27779824,27779045,17824,1463823,1086342.0,2467.0,3.4,40.9,79.6,0.8,17.1
38.61,252,2008-04-01,90029,0.10896858302165272,4,2008,38617,3526895,3526895,16273,466077,401892.0,9186.0,3.4,40.9,79.6,0.8,17.1
23.95,464,2008-04-01,91335,0.22181085013874133,4,2008,74363,17083043,17002131,30759,1203789,1009025.0,14143.0,3.4,40.9,79.6,0.8,17.1
34.8,456,2008-04-01,90292,0.1382952568085632,4,2008,21576,8131830,5280289,12371,1368014,881361.0,564.0,3.4,40.9,79.6,0.8,17.1
25.33,417,2008-04-01,90248,0.21118859034190762,4,2008,9947,12398396,12155495,5122,291550,217194.0,1567.0,3.4,40.9,79.6,0.8,17.1
24.42,440,2008-04-01,91331,0.21819312397605156,4,2008,103689,23048758,22928415,38355,1185647,1043358.0,28065.0,3.4,40.9,79.6,0.8,17.1
22.26,446,2008-04-01,91340,0.2348192697450087,4,2008,34188,8756157,8756157,13322,445814,391047.0,8511.0,3.4,40.9,79.6,0.8,17.1
40.54,572,2008-04-01,91325,0.0941128138855012,4,2008,32417,12494338,12486897,14277,862089,605192.0,3790.0,3.4,40.9,79.6,0.8,17.1
50.36,1865,2008-04-01,90210,0.01852542895440911,4,2008,21741,26383345,26226245,10430,4703101,1586884.0,520.0,3.4,40.9,79.6,0.8,17.1
501.0,0,2008-04-01,91201,3.450181204991349,4,2008,22781,6143646,6116160,10115,494601,369000.0,3797.0,3.4,40.9,79.6,0.8,17.1
175.0,0,2008-04-01,90211,0.9408647602320797,4,2008,8434,1813980,1813980,5438,894757,471144.0,780.0,3.4,40.9,79.6,0.8,17.1
802.67,0,2008-04-01,90265,5.772222591158615,4,2008,18116,298041072,279184812,7837,1771931,682034.0,533.0,3.4,40.9,79.6,0.8,17.1
0.0,405,2008-04-01,90245,0.4061609386417613,4,2008,16654,15142094,14148053,9379,851578,653697.0,736.0,3.4,40.9,79.6,0.8,17.1
23.83,426,2008-04-01,90035,0.2227345249036834,4,2008,28418,5330221,5330221,13469,1058332,708021.0,1906.0,3.4,40.9,79.6,0.8,17.1
26.54,388,2008-04-01,91605,0.20187486979540847,4,2008,56343,14189685,14151285,22243,734257,605003.0,13685.0,3.4,40.9,79.6,0.8,17.1
98.11,257,2008-04-01,90012,0.34902015459545316,4,2008,31103,8528623,8375660,8834,364793,288859.0,4741.0,3.4,40.9,79.6,0.8,17.1
32.02,507,2008-04-01,91342,0.1596937221963876,4,2008,91725,143422182,142711370,35734,1505174,1292218.0,18091.0,3.4,40.9,79.6,0.8,17.1
31.17,524,2008-04-01,90046,0.16623641844806056,4,2008,48581,14974008,14970999,26948,1940187,1384367.0,2223.0,3.4,40.9,79.6,0.8,17.1
85.91,335,2008-04-01,90094,0.2551132201596768,4,2008,5464,1582611,1582611,2612,281634,231704.0,173.0,3.4,40.9,79.6,0.8,17.1
18.7,450,2008-04-01,91042,0.2622216211049565,4,2008,27585,129350937,129196196,11779,584777,464556.0,3552.0,3.4,40.9,79.6,0.8,17.1
53.92,599,2008-04-01,90212,0.008876922405538756,4,2008,11555,2474163,2474163,8121,2616341,1372450.0,650.0,3.4,40.9,79.6,0.8,17.1
47.61,354,2008-04-01,90027,0.03969297565099804,4,2008,45151,21671926,21402832,23660,1406329,982450.0,5524.0,3.4,40.9,79.6,0.8,17.1
36.36,568,2008-04-01,91304,0.12628748486431637,4,2008,50231,24409414,24360147,20972,1168264,894798.0,7230.0,3.4,40.9,79.6,0.8,17.1
23.13,350,2008-04-01,90247,0.22812262769917874,4,2008,47487,9734119,9723269,20744,792278,654006.0,9747.0,3.4,40.9,79.6,0.8,17.1
0.0,554,2008-04-01,91205,0.4061609386417613,4,2008,37810,4898344,4897491,16129,536008,457280.0,7570.0,3.4,40.9,79.6,0.8,17.1
19.84,456,2008-04-01,90056,0.2534467108380069,4,2008,7827,4090954,4090954,4421,354274,232623.0,1011.0,3.4,40.9,79.6,0.8,17.1
18.98,320,2008-04-01,90016,0.26006637998675836,4,2008,47596,9402209,9393921,20134,678436,570517.0,13117.0,3.4,40.9,79.6,0.8,17.1
28.53,319,2008-04-01,90034,0.18655726327678593,4,2008,57964,8085207,8062311,28191,1579750,1244232.0,5695.0,3.4,40.9,79.6,0.8,17.1
42.75,823,2008-04-01,90049,0.07710180363115156,4,2008,35482,38906432,38905061,19260,5060939,2124002.0,613.0,3.4,40.9,79.6,0.8,17.1
18.97,297,2008-04-01,90003,0.26014335288383694,4,2008,66266,9198045,9197642,21982,524938,463744.0,25506.0,3.4,40.9,79.6,0.8,17.1
42.39,237,2008-04-01,90006,0.07987282792597773,4,2008,59185,4972248,4972248,19691,469843,398768.0,14946.0,3.4,40.9,79.6,0.8,17.1
15.51,365,2008-04-01,90065,0.2867759752729997,4,2008,45527,13674178,13671567,19947,931863,749994.0,8793.0,3.4,40.9,79.6,0.8,17.1
32.53,696,2008-04-01,91326,0.15576810444538386,4,2008,33708,21152755,21131468,15268,1357280,919432.0,1698.0,3.4,40.9,79.6,0.8,17.1
35.15,577,2008-04-01,91324,0.1356012054108155,4,2008,27669,11437330,11373551,11823,735011,499233.0,3575.0,3.4,40.9,79.6,0.8,17.1
26.06,287,2008-04-01,90037,0.20556956885517672,4,2008,62276,7351184,7351184,20572,484425,428398.0,21191.0,3.4,40.9,79.6,0.8,17.1
18.95,318,2008-04-01,90001,0.2602972986779939,4,2008,57110,9071361,9071361,18561,467773,421709.0,18650.0,3.4,40.9,79.6,0.8,17.1
17.19,275,2008-04-01,90063,0.27384452856381086,4,2008,55758,8476100,8476100,18911,544099,477209.0,14024.0,3.4,40.9,79.6,0.8,17.1
75.05,792,2008-04-01,91302,0.1715206539324202,4,2008,25709,69273356,69143126,12150,2315019,1324983.0,890.0,3.4,40.9,79.6,0.8,17.1
36.57,356,2008-04-01,91402,0.12467105402566776,4,2008,69817,9730355,9652884,24484,767715,676185.0,16465.0,3.4,40.9,79.6,0.8,17.1
24.63,721,2008-04-01,91307,0.21657669313740296,4,2008,24474,20860392,20836532,11452,934581,653047.0,1673.0,3.4,40.9,79.6,0.8,17.1
122.16,305,2008-04-01,90010,0.5341399720692581,4,2008,3800,1184445,1184445,2055,294093,122651.0,361.0,3.4,40.9,79.6,0.8,17.1
23.03,501,2008-04-01,91306,0.2288923566699638,4,2008,45061,10781255,10718165,19212,835486,699796.0,7353.0,3.4,40.9,79.6,0.8,17.1
21.64,930,2008-04-01,90402,0.239591589363876,4,2008,12250,5516813,5189913,5890,2067107,860389.0,196.0,3.4,40.9,79.6,0.8,17.1
29.78,399,2008-04-01,91411,0.1769356511419728,4,2008,24628,5289571,5289571,9448,430855,336333.0,4237.0,3.4,40.9,79.6,0.8,17.1
17.73,310,2008-04-01,90044,0.2696879921215715,4,2008,89779,13303825,13303825,31106,805687,698006.0,33008.0,3.4,40.9,79.6,0.8,17.1
30.64,794,2008-04-01,91364,0.17031598199322134,4,2008,25851,19680220,19665436,12805,1635644,1029950.0,1490.0,3.4,40.9,79.6,0.8,17.1
95.95,0,2008-04-01,90502,0.3323940088264961,4,2008,18010,5821657,5788343,8217,428418,359251.0,2117.0,3.4,40.9,79.6,0.8,17.1
75.35,307,2008-04-01,90744,0.17382984084477532,4,2008,53815,24557568,21593280,19736,659048,587651.0,13099.0,3.4,40.9,79.6,0.8,17.1
0.0,0,2008-04-01,90040,0.4061609386417613,4,2008,12520,14457577,14454795,5102,188247,153991.0,3128.0,3.4,40.9,79.6,0.8,17.1
34.83,362,2008-04-01,91303,0.13806433811732768,4,2008,26855,5644978,5603372,10074,376098,325415.0,5128.0,3.4,40.9,79.6,0.8,17.1
25.45,509,2008-04-01,90064,0.21026491557696553,4,2008,25403,10363493,10360459,13940,1822924,1105519.0,1087.0,3.4,40.9,79.6,0.8,17.1
25.02,583,2008-04-01,91040,0.21357475015134125,4,2008,20372,21257816,21244063,9319,580521,442977.0,1880.0,3.4,40.9,79.6,0.8,17.1
27.38,384,2008-04-01,91606,0.19540914644081406,4,2008,44958,8656643,8631179,19082,642913,545198.0,9800.0,3.4,40.9,79.6,0.8,17.1
48.77,365,2008-04-01,90021,0.030764119589891406,4,2008,3951,5435244,5362540,1075,75267,41458.0,423.0,3.4,40.9,79.6,0.8,17.1
0.0,545,2008-04-01,90403,0.4061609386417613,4,2008,24525,3944526,3697303,14444,1520303,998540.0,803.0,3.4,40.9,79.6,0.8,17.1
25.72,477,2008-04-01,90732,0.2081866473558459,4,2008,21115,9860855,8903149,10255,768799,544913.0,1099.0,3.4,40.9,79.6,0.8,17.1
18.07,325,2008-04-01,90032,0.26707091362090235,4,2008,45786,12375736,12347050,18296,629627,554013.0,10631.0,3.4,40.9,79.6,0.8,17.1
89.2,323,2008-04-01,90020,0.2804373032985051,4,2008,38967,2927480,2927480,14996,824982,526453.0,6733.0,3.4,40.9,79.6,0.8,17.1
16.0,226,2008-04-01,90275,0.28300430331615295,4,2008,41804,43402847,35004660,19356,2676707,1433575.0,1227.0,3.4,40.9,79.6,0.8,17.1
40.63,423,2008-04-01,91406,0.09342005781179463,4,2008,51558,21102152,21061927,21563,943320,769047.0,10237.0,3.4,40.9,79.6,0.8,17.1
31.23,592,2008-04-01,91403,0.16577458106558954,4,2008,23484,9443615,9404990,12978,1572417,1035052.0,1265.0,3.4,40.9,79.6,0.8,17.1
31.46,247,2008-04-01,90058,0.1640042044327839,4,2008,3223,15633185,15042486,1285,81758,39637.0,1270.0,3.4,40.9,79.6,0.8,17.1
6.5,334,2008-04-01,90405,0.35612855554073286,4,2008,27186,7310832,6854633,15207,1591677,1081064.0,1362.0,3.4,40.9,79.6,0.8,17.1
25.73,349,2008-04-01,91505,0.20810967445876738,4,2008,30778,13062729,13054296,16193,1035548,832882.0,2191.0,3.4,40.9,79.6,0.8,17.1
38.1,348,2008-04-01,90025,0.11289420077265647,4,2008,42147,6659051,6655173,23935,3135083,2187688.0,1848.0,3.4,40.9,79.6,0.8,17.1
23.03,319,2008-04-01,90019,0.2288923566699638,4,2008,64458,10080662,10070053,26684,1079060,871676.0,12640.0,3.4,40.9,79.6,0.8,17.1
40.78,626,2008-04-01,91367,0.09226546435561707,4,2008,39499,19304376,19272057,18718,1542546,1030183.0,2136.0,3.4,40.9,79.6,0.8,17.1
17.31,400,2008-04-01,90041,0.27292085379886877,4,2008,27425,9383338,9352825,12572,672172,541198.0,2964.0,3.4,40.9,79.6,0.8,17.1
29.98,415,2008-04-01,90048,0.17539619320040267,4,2008,21397,4882696,4882696,12691,1142542,753464.0,737.0,3.4,40.9,79.6,0.8,17.1
37.49,259,2008-04-01,90038,0.11758954749444527,4,2008,28917,4060536,4057211,12126,383710,330114.0,5979.0,3.4,40.9,79.6,0.8,17.1
14.42,0,2008-04-01,90305,0.29516602105455675,4,2008,14853,6023139,6006924,7493,355433,277202.0,3137.0,3.4,40.9,79.6,0.8,17.1
36.0,367,2008-04-01,90036,0.12905850915914255,4,2008,36865,6401943,6398643,18339,1671732,1069043.0,1727.0,3.4,40.9,79.6,0.8,17.1
22.24,280,2008-04-01,90011,0.23497321553916573,4,2008,103892,11100953,11100424,31937,749675,678783.0,31837.0,3.4,40.9,79.6,0.8,17.1
20.95,350,2008-04-01,90008,0.24490271926229287,4,2008,32327,9581974,9513430,13333,568468,426690.0,8102.0,3.4,40.9,79.6,0.8,17.1
91.26,228,2008-04-01,90057,0.29629372009667715,4,2008,44998,2327917,2293706,12404,318593,278374.0,8691.0,3.4,40.9,79.6,0.8,17.1
48.27,624,2008-04-01,91316,0.03461276444381667,4,2008,26898,13661450,12968532,13522,1448518,817004.0,1975.0,3.4,40.9,79.6,0.8,17.1
72.2,545,2008-04-01,90024,0.14958337826504625,4,2008,47452,7608226,7608226,15349,2872321,1258493.0,621.0,3.4,40.9,79.6,0.8,17.1
47.54,763,2008-04-01,91356,0.040231785930547576,4,2008,29458,18996187,18996187,13609,1416462,820382.0,2392.0,3.4,40.9,79.6,0.8,17.1
18.18,384,2008-04-01,90039,0.26622421175303884,4,2008,28514,10278733,9764431,14690,835615,645960.0,3457.0,3.4,40.9,79.6,0.8,17.1
20.96,325,2008-04-01,90059,0.24482574636521437,4,2008,40952,8624370,8581870,13711,351257,310497.0,15988.0,3.4,40.9,79.6,0.8,17.1
28.55,305,2008-04-01,90023,0.18640331748262892,4,2008,45903,11030884,10941450,16014,424592,386600.0,12081.0,3.4,40.9,79.6,0.8,17.1
18.87,335,2008-04-01,90002,0.2609130818546219,4,2008,51223,7930685,7930685,16133,396358,352279.0,19329.0,3.4,40.9,79.6,0.8,17.1
32.93,631,2008-04-01,91604,0.15268918856224367,4,2008,29034,13534045,13343410,15477,1599208,1065561.0,1105.0,3.4,40.9,79.6,0.8,17.1
39.2,344,2008-04-01,90004,0.10442718209402088,4,2008,62180,7894533,7894533,25057,1398965,891086.0,12199.0,3.4,40.9,79.6,0.8,17.1
25.29,351,2008-04-01,90710,0.21149648193022164,4,2008,25457,6108785,6106901,11094,533327,430446.0,4219.0,3.4,40.9,79.6,0.8,17.1
13.02,371,2008-04-01,90047,0.30594222664554754,4,2008,48606,12252335,12251863,21554,732794,600392.0,15609.0,3.4,40.9,79.6,0.8,17.1
24.99,521,2008-04-01,91345,0.2138056688425768,4,2008,18496,8429521,8396240,7918,342774,285279.0,2960.0,3.4,40.9,79.6,0.8,17.1
27.06,662,2008-04-01,91344,0.19787227914732622,4,2008,51747,43401915,42511968,23384,1485958,1102040.0,5065.0,3.4,40.9,79.6,0.8,17.1
39.54,1015,2008-04-01,90069,0.10181010359335173,4,2008,20483,5475785,5475785,14177,1726099,1147698.0,597.0,3.4,40.9,79.6,0.8,17.1
0.0,339,2008-04-01,91105,0.4061609386417613,4,2008,11254,9620106,9566884,5998,1101253,532513.0,311.0,3.4,40.9,79.6,0.8,17.1
30.19,485,2008-04-01,91343,0.17377976236175408,4,2008,60254,15344725,15310097,22781,1000607,809801.0,11617.0,3.4,40.9,79.6,0.8,17.1
18.44,340,2008-04-01,90042,0.2642229164289977,4,2008,62430,12111674,12027396,25542,992186,851844.0,13066.0,3.4,40.9,79.6,0.8,17.1
18.75,367,2008-04-01,90066,0.261836756619564,4,2008,55277,12890748,12746971,27259,1824039,1310889.0,4138.0,3.4,40.9,79.6,0.8,17.1
31.41,571,2008-04-01,91423,0.16438906891817645,4,2008,30991,11361296,11299941,16267,1517134,1018153.0,1811.0,3.4,40.9,79.6,0.8,17.1
21.85,276,2008-04-01,90026,0.23797515852522738,4,2008,67869,11163835,10942889,29721,1130187,954653.0,13645.0,3.4,40.9,79.6,0.8,17.1
63.16,291,2008-04-01,90005,0.07999987930607752,4,2008,37681,2807559,2807559,13294,523049,369162.0,6680.0,3.4,40.9,79.6,0.8,17.1
20.87,312,2008-04-01,90018,0.2455185024389209,4,2008,49310,7500313,7500313,19138,563103,480700.0,15155.0,3.4,40.9,79.6,0.8,17.1
25.87,350,2008-04-01,91601,0.2070320538996683,4,2008,37180,6865017,6864519,17187,672829,579712.0,5821.0,3.4,40.9,79.6,0.8,17.1
28.4,365,2008-04-01,90022,0.18755791093880653,4,2008,67179,11357617,11346604,24562,711648,622985.0,17432.0,3.4,40.9,79.6,0.8,17.1
16.5,734,2008-04-01,91355,0.2791556584622277,4,2008,32605,40487220,40079320,15084,1228107,941804.0,1631.0,3.4,40.9,79.6,0.8,17.1
14.42,348,2008-04-01,90043,0.29516602105455675,4,2008,44789,10708405,10705820,19284,779185,615347.0,11914.0,3.4,40.9,79.6,0.8,17.1
696.0,0,2008-04-01,90071,4.9511526980222005,4,2008,15,319155,319155,639,364405,75762.0,33.0,3.4,40.9,79.6,0.8,17.1
75.34,255,2008-04-01,90014,0.17375286794769687,4,2008,7005,733437,733437,2511,113271,91984.0,504.0,3.4,40.9,79.6,0.8,17.1
20.13,377,2008-04-01,90717,0.25121449682273034,4,2008,21318,5128003,5128003,9883,522782,424496.0,2541.0,3.4,40.9,79.6,0.8,17.1
27.7,477,2008-04-01,91401,0.1929460137343019,4,2008,39285,8968205,8943621,17251,842691,626352.0,7942.0,3.4,40.9,79.6,0.8,17.1
15.19,344,2008-04-01,90062,0.28923910797951186,4,2008,32821,5008337,5008337,12548,343409,300292.0,10989.0,3.4,40.9,79.6,0.8,17.1
32.14,251,2008-04-01,90033,0.15877004743144557,4,2008,48852,8535582,8461294,15460,403416,357181.0,13136.0,3.4,40.9,79.6,0.8,17.1
35.59,370,2008-04-01,91405,0.13221439793936124,4,2008,51145,8587857,8570051,19702,657140,545861.0,12448.0,3.4,40.9,79.6,0.8,17.1
24.21,289,2008-04-01,90031,0.2198095548147002,4,2008,39316,9148978,8945994,15058,454636,396598.0,10876.0,3.4,40.9,79.6,0.8,17.1
43.34,282,2008-04-01,90007,0.07256040270351972,4,2008,40920,6387018,6387018,12367,297574,262371.0,8488.0,3.4,40.9,79.6,0.8,17.1
162.86,225,2008-04-01,90017,0.8474196631787745,4,2008,23768,1881077,1881077,6831,422083,229419.0,4254.0,3.4,40.9,79.6,0.8,17.1
24.91,301,2008-04-01,90501,0.21442145201920482,4,2008,43180,14667670,14565670,18738,1001985,808795.0,6276.0,3.4,40.9,79.6,0.8,17.1
36.54,325,2008-04-01,90731,0.12490197271690329,4,2008,59662,40481090,23803092,23793,1149101,940785.0,9937.0,3.4,40.9,79.6,0.8,17.1
37.94,456,2008-04-01,90293,0.11412576712591257,4,2008,12132,11404980,7420242,6827,651178,478869.0,294.0,3.4,40.9,79.6,0.8,17.1
15.21,354,2008-04-01,90291,0.28908516218535485,4,2008,28341,7335173,6462163,14804,1163845,807289.0,1875.0,3.4,40.9,79.6,0.8,17.1
37.98,677,2008-04-01,91311,0.11381787553759856,4,2008,36557,85493419,83081236,17369,1323653,900829.0,2888.0,3.4,40.9,79.6,0.8,17.1
23.49,607,2008-04-01,91214,0.22535160340435256,4,2008,30356,19598833,19546295,13591,1020702,742668.0,2260.0,3.4,40.9,79.6,0.8,17.1
42.83,496,2008-04-01,91504,0.07648602045452353,4,2008,24939,12812967,12783282,11784,763071,554937.0,2640.0,3.4,40.9,79.6,0.8,17.1
44.19,247,2008-04-01,90015,0.06601770645184682,4,2008,18986,4430188,4430188,6186,276327,196953.0,3903.0,3.4,40.9,79.6,0.8,17.1
56.88,274,2008-04-01,90028,0.031660899940776296,4,2008,28714,3947880,3947880,13672,456208,379216.0,3911.0,3.4,40.9,79.6,0.8,17.1
39.58,1108,2008-04-01,91436,0.10150221200503771,4,2008,14372,14891780,14751608,9098,2822651,1470964.0,480.0,3.4,40.9,79.6,0.8,17.1
44.58,1610,2008-04-01,90077,0.06301576346578512,4,2008,9377,19335985,18985951,4285,1525492,623153.0,147.0,3.4,40.9,79.6,0.8,17.1
34.82,252,2008-04-01,90232,0.13814131101440616,4,2008,15149,5490049,5454835,8201,620591,465313.0,1270.0,3.4,40.9,79.6,0.8,17.1
18.69,373,2008-10-01,90230,0.2622985940020351,10,2008,31766,11785759,11672688,15572,1008925,765127.0,3537.0,2.6,79.6,12.8,0.0,20.5
36.39,1086,2008-10-01,90272,0.12605656617308086,10,2008,22986,60557886,59133992,11165,3569670,1750980.0,355.0,2.6,79.6,12.8,0.0,20.5
32.11,566,2008-10-01,91607,0.15900096612268108,10,2008,27927,6376445,6318261,14046,814778,611688.0,2643.0,2.6,79.6,12.8,0.0,20.5
60.46,379,2008-10-01,90013,0.059217197094881144,10,2008,11772,1773762,1737681,3186,224173,115494.0,589.0,2.6,79.6,12.8,0.0,20.5
26.33,317,2008-10-01,90061,0.2034913006340571,10,2008,26872,6896569,6895207,10076,274753,238903.0,9757.0,2.6,79.6,12.8,0.0,20.5
45.1,541,2008-10-01,91352,0.059013172817702825,10,2008,47807,30813290,30221660,19128,725594,590656.0,11188.0,2.6,79.6,12.8,0.0,20.5
39.81,557,2008-10-01,91602,0.09973183537223207,10,2008,17473,5370807,5302419,10134,750225,555015.0,1006.0,2.6,79.6,12.8,0.0,20.5
147.0,0,2008-10-01,91350,0.7253406484122651,10,2008,33348,43948937,43886336,14808,1054201,898276.0,1865.0,2.6,79.6,12.8,0.0,20.5
31.53,643,2008-10-01,90068,0.16346539415323436,10,2008,22286,20202252,19731266,11769,1181249,763067.0,645.0,2.6,79.6,12.8,0.0,20.5
466.92,835,2008-10-01,90067,3.1878575717478035,10,2008,2424,849895,849895,3606,2706966,1433083.0,80.0,2.6,79.6,12.8,0.0,20.5
35.81,460,2008-10-01,90045,0.13052099420363414,10,2008,39480,27779824,27779045,17824,1463823,1086342.0,2467.0,2.6,79.6,12.8,0.0,20.5
41.24,286,2008-10-01,90029,0.08872471109000582,10,2008,38617,3526895,3526895,16273,466077,401892.0,9186.0,2.6,79.6,12.8,0.0,20.5
26.43,612,2008-10-01,91335,0.202721571663272,10,2008,74363,17083043,17002131,30759,1203789,1009025.0,14143.0,2.6,79.6,12.8,0.0,20.5
36.87,482,2008-10-01,90292,0.12236186711331262,10,2008,21576,8131830,5280289,12371,1368014,881361.0,564.0,2.6,79.6,12.8,0.0,20.5
25.98,435,2008-10-01,90248,0.20618535203180474,10,2008,9947,12398396,12155495,5122,291550,217194.0,1567.0,2.6,79.6,12.8,0.0,20.5
26.66,531,2008-10-01,91331,0.2009511950304664,10,2008,103689,23048758,22928415,38355,1185647,1043358.0,28065.0,2.6,79.6,12.8,0.0,20.5
25.38,537,2008-10-01,91340,0.21080372585651508,10,2008,34188,8756157,8756157,13322,445814,391047.0,8511.0,2.6,79.6,12.8,0.0,20.5
50.72,788,2008-10-01,91325,0.015754404659582926,10,2008,32417,12494338,12486897,14277,862089,605192.0,3790.0,2.6,79.6,12.8,0.0,20.5
58.35,2153,2008-10-01,90210,0.04297591581131655,10,2008,21741,26383345,26226245,10430,4703101,1586884.0,520.0,2.6,79.6,12.8,0.0,20.5
682.0,0,2008-10-01,91201,4.843390642112293,10,2008,22781,6143646,6116160,10115,494601,369000.0,3797.0,2.6,79.6,12.8,0.0,20.5
531.0,0,2008-10-01,90211,3.6810998962268644,10,2008,8434,1813980,1813980,5438,894757,471144.0,780.0,2.6,79.6,12.8,0.0,20.5
1104.0,0,2008-10-01,90265,8.091646898825212,10,2008,18116,298041072,279184812,7837,1771931,682034.0,533.0,2.6,79.6,12.8,0.0,20.5
0.0,369,2008-10-01,90245,0.4061609386417613,10,2008,16654,15142094,14148053,9379,851578,653697.0,736.0,2.6,79.6,12.8,0.0,20.5
25.56,470,2008-10-01,90035,0.209418213709102,10,2008,28418,5330221,5330221,13469,1058332,708021.0,1906.0,2.6,79.6,12.8,0.0,20.5
30.08,483,2008-10-01,91605,0.17462646422961764,10,2008,56343,14189685,14151285,22243,734257,605003.0,13685.0,2.6,79.6,12.8,0.0,20.5
115.71,312,2008-10-01,90012,0.4844924534536223,10,2008,31103,8528623,8375660,8834,364793,288859.0,4741.0,2.6,79.6,12.8,0.0,20.5
36.55,608,2008-10-01,91342,0.1248249998198248,10,2008,91725,143422182,142711370,35734,1505174,1292218.0,18091.0,2.6,79.6,12.8,0.0,20.5
33.27,570,2008-10-01,90046,0.15007211006157445,10,2008,48581,14974008,14970999,26948,1940187,1384367.0,2223.0,2.6,79.6,12.8,0.0,20.5
96.49,409,2008-10-01,90094,0.3365505452687353,10,2008,5464,1582611,1582611,2612,281634,231704.0,173.0,2.6,79.6,12.8,0.0,20.5
20.41,495,2008-10-01,91042,0.2490592557045322,10,2008,27585,129350937,129196196,11779,584777,464556.0,3552.0,2.6,79.6,12.8,0.0,20.5
59.93,648,2008-10-01,90212,0.05513763354972036,10,2008,11555,2474163,2474163,8121,2616341,1372450.0,650.0,2.6,79.6,12.8,0.0,20.5
51.39,387,2008-10-01,90027,0.010597220555323066,10,2008,45151,21671926,21402832,23660,1406329,982450.0,5524.0,2.6,79.6,12.8,0.0,20.5
38.11,660,2008-10-01,91304,0.11281722787557796,10,2008,50231,24409414,24360147,20972,1168264,894798.0,7230.0,2.6,79.6,12.8,0.0,20.5
24.32,367,2008-10-01,90247,0.21896285294683662,10,2008,47487,9734119,9723269,20744,792278,654006.0,9747.0,2.6,79.6,12.8,0.0,20.5
0.0,588,2008-10-01,91205,0.4061609386417613,10,2008,37810,4898344,4897491,16129,536008,457280.0,7570.0,2.6,79.6,12.8,0.0,20.5
19.04,476,2008-10-01,90056,0.2596045426042874,10,2008,7827,4090954,4090954,4421,354274,232623.0,1011.0,2.6,79.6,12.8,0.0,20.5
21.03,347,2008-10-01,90016,0.24428693608566482,10,2008,47596,9402209,9393921,20134,678436,570517.0,13117.0,2.6,79.6,12.8,0.0,20.5
30.32,348,2008-10-01,90034,0.1727791146997335,10,2008,57964,8085207,8062311,28191,1579750,1244232.0,5695.0,2.6,79.6,12.8,0.0,20.5
49.45,933,2008-10-01,90049,0.025529962588553057,10,2008,35482,38906432,38905061,19260,5060939,2124002.0,613.0,2.6,79.6,12.8,0.0,20.5
19.81,315,2008-10-01,90003,0.25367762952924244,10,2008,66266,9198045,9197642,21982,524938,463744.0,25506.0,2.6,79.6,12.8,0.0,20.5
45.45,263,2008-10-01,90006,0.05631912141995513,10,2008,59185,4972248,4972248,19691,469843,398768.0,14946.0,2.6,79.6,12.8,0.0,20.5
16.73,418,2008-10-01,90065,0.27738528182942207,10,2008,45527,13674178,13671567,19947,931863,749994.0,8793.0,2.6,79.6,12.8,0.0,20.5
37.67,919,2008-10-01,91326,0.11620403534703218,10,2008,33708,21152755,21131468,15268,1357280,919432.0,1698.0,2.6,79.6,12.8,0.0,20.5
41.02,773,2008-10-01,91324,0.09041811482573293,10,2008,27669,11437330,11373551,11823,735011,499233.0,3575.0,2.6,79.6,12.8,0.0,20.5
28.06,310,2008-10-01,90037,0.1901749894394757,10,2008,62276,7351184,7351184,20572,484425,428398.0,21191.0,2.6,79.6,12.8,0.0,20.5
18.79,325,2008-10-01,90001,0.26152886503125,10,2008,57110,9071361,9071361,18561,467773,421709.0,18650.0,2.6,79.6,12.8,0.0,20.5
18.21,320,2008-10-01,90063,0.2659932930618033,10,2008,55758,8476100,8476100,18911,544099,477209.0,14024.0,2.6,79.6,12.8,0.0,20.5
68.58,885,2008-10-01,91302,0.12171918952262734,10,2008,25709,69273356,69143126,12150,2315019,1324983.0,890.0,2.6,79.6,12.8,0.0,20.5
40.54,473,2008-10-01,91402,0.0941128138855012,10,2008,69817,9730355,9652884,24484,767715,676185.0,16465.0,2.6,79.6,12.8,0.0,20.5
